return_mean,return_std,sharpe,ruin_prob,valid_rate,pass_rate,mean_slippage,variation,param,value
-114.27076204463195,87.36082401920328,-1.3080320992214214,0.0,1.0,0.058,0.843288082624442,baseline,none,none
-59.07934110334185,107.79357381814631,-0.548078507885184,0.0,1.0,0.057,0.0,alpha,alpha,0.0
-170.0044357173069,103.81881267012824,-1.637510883900208,0.0,1.0,0.033,1.4522791737445828,alpha,alpha,0.5
-226.7425907913754,108.36001590774998,-2.092493147689116,0.06,1.0,0.05025125628140704,2.658352022171774,alpha,alpha,1.0
-105.64901969664639,93.2920014862614,-1.132455280219068,0.0,1.0,0.047,0.8151075710040118,spread.beta,spread.beta,0.1
-136.72421128349913,97.05026269123944,-1.4087979514737885,0.01,1.0,0.047094188376753505,0.8396057232739078,spread.beta,spread.beta,0.5
-123.57361861789103,104.4323728151445,-1.183288431306598,0.01,1.0,0.053,0.845744408182502,spread.beta,spread.beta,1.0
